Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00    1298/382817      my_malloc [57]
                0.00    0.00     649/649         hash_value [98]
-----------------------------------------------
                0.00    0.00     120/551         ezxml_parse_str [274]
                0.00    0.00     431/551         ezxml_char_content [123]
[100]    0.0    0.00    0.00     551         ezxml_decode [100]
-----------------------------------------------
                0.00    0.00     511/511         build_fb_tnodes [147]
[101]    0.0    0.00    0.00     511         build_block_output_tnode [101]
                0.00    0.00     511/6904        my_chunk_malloc [81]
-----------------------------------------------
                0.00    0.00     511/511         check_netlist [265]
[102]    0.0    0.00    0.00     511         check_connections_to_global_fb_pins [102]
-----------------------------------------------
                0.00    0.00       1/479         init_route_structs [295]
                0.00    0.00       1/479         free_trace_structs [287]
                0.00    0.00     477/479         timing_driven_route_net [23]
[103]    0.0    0.00    0.00     479         free_traceback [103]
                0.00    0.00    4627/4627        free_trace_data [88]
-----------------------------------------------
                0.00    0.00       1/478         alloc_routing_structs [6]
                0.00    0.00     477/478         assign_blocks_and_route_net [22]
[104]    0.0    0.00    0.00     478         assign_locations [104]
                0.00    0.00     956/956         get_first_pin [96]
-----------------------------------------------
                0.00    0.00       1/478         rr_graph_externals [38]
                0.00    0.00     477/478         assign_blocks_and_route_net [22]
[105]    0.0    0.00    0.00     478         load_net_rr_terminals [105]
                0.00    0.00     956/1421350     get_rr_node_index [56]
-----------------------------------------------
                0.00    0.00     477/477         update_route_tree [118]
[106]    0.0    0.00    0.00     477         add_path_to_route_tree [106]
                0.00    0.00    4150/4627        alloc_rt_node [85]
                0.00    0.00    4150/4150        alloc_linked_rt_edge [89]
-----------------------------------------------
                0.00    0.00     477/477         heapsort [111]
[107]    0.0    0.00    0.00     477         add_to_sort_heap [107]
-----------------------------------------------
                0.00    0.00     477/477         timing_driven_route_net [23]
[108]    0.0    0.00    0.00     477         empty_heap [108]
                0.00    0.00  198524/220989      free_heap_data [60]
-----------------------------------------------
                                4150             free_route_tree [109]
                0.00    0.00     477/477         timing_driven_route_net [23]
[109]    0.0    0.00    0.00     477+4150    free_route_tree [109]
                0.00    0.00    4627/4627        free_rt_node [87]
                0.00    0.00    4150/4150        free_linked_rt_edge [90]
                                4150             free_route_tree [109]
-----------------------------------------------
                0.00    0.00     477/477         heapsort [111]
[110]    0.0    0.00    0.00     477         get_top_of_heap_index [110]
-----------------------------------------------
                0.00    0.00     477/477         timing_driven_route_net [23]
[111]    0.0    0.00    0.00     477         heapsort [111]
                0.00    0.00     477/477         add_to_sort_heap [107]
                0.00    0.00     477/477         get_top_of_heap_index [110]
-----------------------------------------------
                0.00    0.00     477/477         timing_driven_route_net [23]
[112]    0.0    0.00    0.00     477         init_route_tree_to_source [112]
                0.00    0.00     477/4627        alloc_rt_node [85]
-----------------------------------------------
                0.00    0.00     477/477         update_route_tree [118]
[113]    0.0    0.00    0.00     477         load_new_path_R_upstream [113]
-----------------------------------------------
                                3673             load_rt_subtree_Tdel [114]
                0.00    0.00     477/477         update_route_tree [118]
[114]    0.0    0.00    0.00     477+3673    load_rt_subtree_Tdel [114]
                                3673             load_rt_subtree_Tdel [114]
-----------------------------------------------
                0.00    0.00     477/477         timing_driven_route_net [23]
[115]    0.0    0.00    0.00     477         mark_ends [115]
-----------------------------------------------
                0.00    0.00     477/477         timing_driven_route_net [23]
[116]    0.0    0.00    0.00     477         reset_path_costs [116]
-----------------------------------------------
                0.00    0.00     477/477         timing_driven_route_net [23]
[117]    0.0    0.00    0.00     477         update_net_delays_from_route_tree [117]
-----------------------------------------------
                0.00    0.00     477/477         timing_driven_route_net [23]
[118]    0.0    0.00    0.00     477         update_route_tree [118]
                0.00    0.00     477/477         add_path_to_route_tree [106]
                0.00    0.00     477/477         load_new_path_R_upstream [113]
                0.00    0.00     477/477         update_unbuffered_ancestors_C_downstream [121]
                0.00    0.00     477/477         load_rt_subtree_Tdel [114]
-----------------------------------------------
                0.00    0.00     477/477         timing_driven_route_net [23]
[119]    0.0    0.00    0.00     477         update_rr_base_costs [119]
-----------------------------------------------
                0.00    0.00     477/477         timing_driven_route_net [23]
[120]    0.0    0.00    0.00     477         update_traceback [120]
                0.00    0.00    4627/4627        alloc_trace_data [86]
-----------------------------------------------
                0.00    0.00     477/477         update_route_tree [118]
[121]    0.0    0.00    0.00     477         update_unbuffered_ancestors_C_downstream [121]
-----------------------------------------------
                0.00    0.00       1/437         check_netlist [265]
                0.00    0.00       1/437         alloc_and_load_placement_structs [243]
                0.00    0.00       1/437         load_simplified_device [299]
                0.00    0.00       2/437         build_rr_graph [7]
                0.00    0.00       2/437         SetupSubblocksTcomb [195]
                0.00    0.00       2/437         alloc_and_assign_internal_structures [237]
                0.00    0.00       4/437         alloc_and_load_pin_to_track_map [183]
                0.00    0.00       4/437         alloc_delta_arrays [255]
                0.00    0.00       6/437         alloc_and_load_grid [173]
                0.00    0.00     138/437         alloc_and_load_pin_mappings [242]
                0.00    0.00     138/437         alloc_and_load_fanout_counts [239]
                0.00    0.00     138/437         build_subblock_tnodes [148]
[122]    0.0    0.00    0.00     437         alloc_matrix [122]
                0.00    0.00    3079/382817      my_malloc [57]
-----------------------------------------------
                0.00    0.00     431/431         ezxml_parse_str [274]
[123]    0.0    0.00    0.00     431         ezxml_char_content [123]
                0.00    0.00     431/551         ezxml_decode [100]
                0.00    0.00     223/223         ezxml_set_flag [129]
-----------------------------------------------
                0.00    0.00       1/429         check_netlist [265]
                0.00    0.00       1/429         restore_original_device [305]
                0.00    0.00       2/429         build_rr_graph [7]
                0.00    0.00       2/429         free_and_reset_internal_structures [276]
                0.00    0.00       4/429         alloc_and_load_pin_to_track_map [183]
                0.00    0.00       5/429         freeGrid [176]
                0.00    0.00     138/429         free_pin_mappings [280]
                0.00    0.00     138/429         free_fanout_counts [278]
                0.00    0.00     138/429         build_subblock_tnodes [148]
[124]    0.0    0.00    0.00     429         free_matrix [124]
-----------------------------------------------
                0.00    0.00      36/428         comp_bb_cost [268]
                0.00    0.00     392/428         update_bb [79]
[125]    0.0    0.00    0.00     428         get_bb_from_scratch [125]
-----------------------------------------------
                0.00    0.00     414/414         read_netlist [37]
[126]    0.0    0.00    0.00     414         get_type_by_name [126]
-----------------------------------------------
                0.00    0.00     138/276         check_subblocks [152]
                0.00    0.00     138/276         alloc_and_load_fanout_counts [239]
[127]    0.0    0.00    0.00     276         load_one_fb_fanout_count [127]
-----------------------------------------------
                0.00    0.00      12/226         SetupPinLocations [193]
                0.00    0.00      41/226         SetupClassInf [190]
                0.00    0.00     173/226         GetNodeTokens [143]
[128]    0.0    0.00    0.00     226         CountTokensInString [128]
                0.00    0.00    9357/19634       IsWhitespace [73]
-----------------------------------------------
                0.00    0.00     223/223         ezxml_char_content [123]
[129]    0.0    0.00    0.00     223         ezxml_set_flag [129]
-----------------------------------------------
                0.00    0.00       1/222         ProcessSwitches [219]
                0.00    0.00       2/222         ProcessIO [216]
                0.00    0.00       3/222         SetupGridLocations [191]
                0.00    0.00       3/222         ProcessChanWidthDistr [214]
                0.00    0.00       4/222         ProcessSegments [218]
                0.00    0.00       5/222         ProcessDevice [215]
                0.00    0.00       6/222         SetupTypeTiming [196]
                0.00    0.00       6/222         XmlReadArch [236]
                0.00    0.00       8/222         ProcessSubblocks [188]
                0.00    0.00      12/222         SetupPinLocations [193]
                0.00    0.00      17/222         ProcessTypes [220]
                0.00    0.00      40/222         SetupSubblocksTcomb [195]
                0.00    0.00      41/222         SetupPinClasses [192]
                0.00    0.00      74/222         SetupSubblocksTSeq [194]
[130]    0.0    0.00    0.00     222         FreeNode [130]
                0.00    0.00    1470/19634       IsWhitespace [73]
                0.00    0.00     222/222         ezxml_free [133]
                0.00    0.00     222/222         ezxml_cut [132]
-----------------------------------------------
                0.00    0.00     222/222         ezxml_parse_str [274]
[131]    0.0    0.00    0.00     222         ezxml_close_tag [131]
-----------------------------------------------
                0.00    0.00     222/222         FreeNode [130]
[132]    0.0    0.00    0.00     222         ezxml_cut [132]
-----------------------------------------------
                                 444             ezxml_free [133]
                0.00    0.00     222/222         FreeNode [130]
[133]    0.0    0.00    0.00     222+444     ezxml_free [133]
                0.00    0.00     222/222         ezxml_free_attr [134]
                                 444             ezxml_free [133]
-----------------------------------------------
                0.00    0.00     222/222         ezxml_free [133]
[134]    0.0    0.00    0.00     222         ezxml_free_attr [134]
-----------------------------------------------
                0.00    0.00     222/222         ezxml_parse_str [274]
[135]    0.0    0.00    0.00     222         ezxml_open_tag [135]
                0.00    0.00     221/221         ezxml_add_child [137]
-----------------------------------------------
                0.00    0.00       1/221         ProcessIO [216]
                0.00    0.00       1/221         XmlReadArch [236]
                0.00    0.00       2/221         ProcessTypes [220]
                0.00    0.00       3/221         SetupGridLocations [191]
                0.00    0.00       6/221         SetupTypeTiming [196]
                0.00    0.00      12/221         SetupPinLocations [193]
                0.00    0.00      40/221         SetupSubblocksTcomb [195]
                0.00    0.00      41/221         SetupClassInf [190]
                0.00    0.00      41/221         SetupPinClasses [192]
                0.00    0.00      74/221         SetupSubblocksTSeq [194]
[136]    0.0    0.00    0.00     221         CheckElement [136]
-----------------------------------------------
                0.00    0.00     221/221         ezxml_open_tag [135]
[137]    0.0    0.00    0.00     221         ezxml_add_child [137]
                0.00    0.00     221/221         ezxml_insert [138]
-----------------------------------------------
                0.00    0.00     221/221         ezxml_add_child [137]
[138]    0.0    0.00    0.00     221         ezxml_insert [138]
-----------------------------------------------
                0.00    0.00     220/220         check_rr_graph [266]
[139]    0.0    0.00    0.00     220         rr_node_is_global_clb_ipin [139]
-----------------------------------------------
                0.00    0.00       1/183         ProcessChanWidthDistr [214]
                0.00    0.00       2/183         ProcessLayout [217]
                0.00    0.00       2/183         ProcessCB_SB [186]
                0.00    0.00       3/183         ProcessIO [216]
                0.00    0.00       4/183         ProcessTypeProps [189]
                0.00    0.00       6/183         ParseFc [172]
                0.00    0.00       6/183         SetupTypeTiming [196]
                0.00    0.00       6/183         ProcessSubblocks [188]
                0.00    0.00       6/183         ProcessSegments [218]
                0.00    0.00       8/183         ProcessDevice [215]
                0.00    0.00       8/183         ProcessSwitches [219]
                0.00    0.00      10/183         ProcessChanWidthDistrDir [187]
                0.00    0.00      15/183         SetupGridLocations [191]
                0.00    0.00      24/183         SetupPinLocations [193]
                0.00    0.00      41/183         SetupClassInf [190]
                0.00    0.00      41/183         SetupPinClasses [192]
[140]    0.0    0.00    0.00     183         FindProperty [140]
                0.00    0.00     183/183         ezxml_attr [141]
-----------------------------------------------
                0.00    0.00     183/183         FindProperty [140]
[141]    0.0    0.00    0.00     183         ezxml_attr [141]
-----------------------------------------------
                0.00    0.00       2/180         ProcessCB_SB [186]
                0.00    0.00       5/180         ParseFc [172]
                0.00    0.00     173/180         GetNodeTokens [143]
[142]    0.0    0.00    0.00     180         ezxml_set_txt [142]
-----------------------------------------------
                0.00    0.00       6/173         SetupTypeTiming [196]
                0.00    0.00      12/173         SetupPinLocations [193]
                0.00    0.00      40/173         SetupSubblocksTcomb [195]
                0.00    0.00      41/173         SetupPinClasses [192]
                0.00    0.00      74/173         SetupSubblocksTSeq [194]
[143]    0.0    0.00    0.00     173         GetNodeTokens [143]
                0.00    0.00    8807/19634       IsWhitespace [73]
                0.00    0.00     346/382817      my_malloc [57]
                0.00    0.00     173/226         CountTokensInString [128]
                0.00    0.00     173/180         ezxml_set_txt [142]
-----------------------------------------------
                0.00    0.00       1/171         check_for_multiple_sink_connections [264]
                0.00    0.00       1/171         alloc_route_structs [260]
                0.00    0.00       1/171         alloc_and_load_tnode_fanin_and_check_edges [250]
                0.00    0.00       1/171         ProcessIO [216]
                0.00    0.00       2/171         check_all_tracks_reach_pins [200]
                0.00    0.00       2/171         alloc_hash_table [198]
                0.00    0.00       2/171         InitArch [211]
                0.00    0.00       2/171         SetupGridLocations [191]
                0.00    0.00       2/171         initial_placement [296]
                0.00    0.00       3/171         add_rr_graph_C_from_switches [34]
                0.00    0.00       3/171         check_rr_graph [266]
                0.00    0.00       3/171         alloc_and_load_unique_pin_list [252]
                0.00    0.00       4/171         SetupSubblocksTSeq [194]
                0.00    0.00       6/171         load_rr_indexed_data_T_values [204]
                0.00    0.00     138/171         alloc_and_load_fanout_counts [239]
[144]    0.0    0.00    0.00     171         my_calloc [144]
-----------------------------------------------
                0.00    0.00     144/144         alloc_and_load_rr_graph [8]
[145]    0.0    0.00    0.00     144         build_rr_sinks_sources [145]
                0.00    0.00    7980/1421350     get_rr_node_index [56]
                0.00    0.00    5520/382817      my_malloc [57]
-----------------------------------------------
                0.00    0.00     139/139         check_for_duplicate_block_names [263]
[146]    0.0    0.00    0.00     139         get_next_hash [146]
-----------------------------------------------
                0.00    0.00     138/138         alloc_and_load_tnodes_and_net_mapping [251]
[147]    0.0    0.00    0.00     138         build_fb_tnodes [147]
                0.00    0.00    1724/4966        is_opin [83]
                0.00    0.00    1213/6904        my_chunk_malloc [81]
                0.00    0.00     511/511         build_block_output_tnode [101]
                0.00    0.00     138/382817      my_malloc [57]
-----------------------------------------------
                0.00    0.00     138/138         alloc_and_load_tnodes_and_net_mapping [251]
[148]    0.0    0.00    0.00     138         build_subblock_tnodes [148]
                0.00    0.00    3646/6904        my_chunk_malloc [81]
                0.00    0.00     138/437         alloc_matrix [122]
                0.00    0.00     138/382817      my_malloc [57]
                0.00    0.00     138/429         free_matrix [124]
                0.00    0.00      33/33          is_global_clock [160]
-----------------------------------------------
                0.00    0.00     138/138         check_netlist [265]
[149]    0.0    0.00    0.00     138         check_fb_conn [149]
-----------------------------------------------
                0.00    0.00     138/138         check_subblocks [152]
[150]    0.0    0.00    0.00     138         check_fb_to_subblock_connections [150]
                0.00    0.00    3242/4966        is_opin [83]
-----------------------------------------------
                0.00    0.00     138/138         check_subblocks [152]
[151]    0.0    0.00    0.00     138         check_internal_subblock_connections [151]
-----------------------------------------------
                0.00    0.00     138/138         check_netlist [265]
[152]    0.0    0.00    0.00     138         check_subblocks [152]
                0.00    0.00    4742/4742        check_subblock_pin [84]
                0.00    0.00     138/276         load_one_fb_fanout_count [127]
                0.00    0.00     138/138         check_fb_to_subblock_connections [150]
                0.00    0.00     138/138         check_internal_subblock_connections [151]
-----------------------------------------------
                0.00    0.00     138/138         check_netlist [265]
[153]    0.0    0.00    0.00     138         get_num_conn [153]
-----------------------------------------------
                0.00    0.00       1/125         ProcessLayout [217]
                0.00    0.00       1/125         ProcessChanWidthDistr [214]
                0.00    0.00       2/125         ProcessCB_SB [186]
                0.00    0.00       3/125         ProcessTypeProps [189]
                0.00    0.00       3/125         ProcessIO [216]
                0.00    0.00       4/125         ProcessChanWidthDistrDir [187]
                0.00    0.00       5/125         ProcessSubblocks [188]
                0.00    0.00       6/125         SetupTypeTiming [196]
                0.00    0.00       6/125         ProcessSegments [218]
                0.00    0.00       8/125         ProcessDevice [215]
                0.00    0.00       8/125         ProcessSwitches [219]
                0.00    0.00       9/125         SetupGridLocations [191]
                0.00    0.00      11/125         ParseFc [172]
                0.00    0.00      17/125         SetupPinLocations [193]
                0.00    0.00      41/125         SetupPinClasses [192]
[154]    0.0    0.00    0.00     125         ezxml_set_attr [154]
-----------------------------------------------
                0.00    0.00      57/57          alloc_and_load_timing_graph_levels [249]
[155]    0.0    0.00    0.00      57         alloc_ivector_and_copy_int_list [155]
                0.00    0.00      56/382817      my_malloc [57]
-----------------------------------------------
                0.00    0.00      56/56          alloc_and_load_grid [173]
[156]    0.0    0.00    0.00      56         find_type_col [156]
-----------------------------------------------
                0.00    0.00       1/43          ProcessSegments [218]
                0.00    0.00       1/43          ProcessSwitches [219]
                0.00    0.00      41/43          FindElement [158]
[157]    0.0    0.00    0.00      43         ezxml_child [157]
-----------------------------------------------
                0.00    0.00       2/41          ProcessIO [216]
                0.00    0.00       3/41          ProcessChanWidthDistr [214]
                0.00    0.00       3/41          ProcessSegments [218]
                0.00    0.00       5/41          ProcessDevice [215]
                0.00    0.00       5/41          XmlReadArch [236]
                0.00    0.00       8/41          ProcessSubblocks [188]
                0.00    0.00      15/41          ProcessTypes [220]
[158]    0.0    0.00    0.00      41         FindElement [158]
                0.00    0.00      41/43          ezxml_child [157]
-----------------------------------------------
                0.00    0.00      36/36          init_chan [203]
[159]    0.0    0.00    0.00      36         comp_width [159]
-----------------------------------------------
                0.00    0.00      33/33          build_subblock_tnodes [148]
[160]    0.0    0.00    0.00      33         is_global_clock [160]
-----------------------------------------------
                0.00    0.00       9/9           load_net_slack [163]
[161]    0.0    0.00    0.00       9         compute_net_slacks [161]
-----------------------------------------------
                0.00    0.00       9/9           try_place [3]
[162]    0.0    0.00    0.00       9         load_criticalities [162]
-----------------------------------------------
                0.00    0.00       9/9           try_place [3]
[163]    0.0    0.00    0.00       9         load_net_slack [163]
                0.00    0.00       9/9           compute_net_slacks [161]
-----------------------------------------------
                0.00    0.00       9/9           try_place [3]
[164]    0.0    0.00    0.00       9         load_timing_graph_net_delays [164]
-----------------------------------------------
                0.00    0.00       8/8           try_place [3]
[165]    0.0    0.00    0.00       8         exit_crit [165]
-----------------------------------------------
                0.00    0.00       1/8           starting_t [53]
                0.00    0.00       7/8           try_place [3]
[166]    0.0    0.00    0.00       8         get_std_dev [166]
-----------------------------------------------
                0.00    0.00       8/8           try_place [3]
[167]    0.0    0.00    0.00       8         update_screen [167]
-----------------------------------------------
                0.00    0.00       1/7           ProcessTypes [220]
                0.00    0.00       1/7           ProcessSegments [218]
                0.00    0.00       1/7           ProcessSwitches [219]
                0.00    0.00       2/7           SetupClassInf [190]
                0.00    0.00       2/7           SetupGridLocations [191]
[168]    0.0    0.00    0.00       7         CountChildren [168]
-----------------------------------------------
                0.00    0.00       7/7           try_place [3]
[169]    0.0    0.00    0.00       7         update_rlim [169]
-----------------------------------------------
                0.00    0.00       7/7           try_place [3]
[170]    0.0    0.00    0.00       7         update_t [170]
-----------------------------------------------
                0.00    0.00       6/6           alloc_and_load_grid [173]
[171]    0.0    0.00    0.00       6         CheckGrid [171]
-----------------------------------------------
                0.00    0.00       6/6           Process_Fc [181]
[172]    0.0    0.00    0.00       6         ParseFc [172]
                0.00    0.00      11/125         ezxml_set_attr [154]
                0.00    0.00       6/183         FindProperty [140]
                0.00    0.00       5/180         ezxml_set_txt [142]
-----------------------------------------------
                0.00    0.00       6/6           InitArch [211]
[173]    0.0    0.00    0.00       6         alloc_and_load_grid [173]
                0.00    0.00     766/382817      my_malloc [57]
                0.00    0.00      56/56          find_type_col [156]
                0.00    0.00       6/437         alloc_matrix [122]
                0.00    0.00       6/6           CheckGrid [171]
-----------------------------------------------
                0.00    0.00       6/6           my_chunk_malloc [81]
[174]    0.0    0.00    0.00       6         insert_in_vptr_list [174]
                0.00    0.00       6/382817      my_malloc [57]
-----------------------------------------------
                0.00    0.00       1/5           ProcessIO [216]
                0.00    0.00       2/5           alloc_and_load_pin_to_track_map [183]
                0.00    0.00       2/5           alloc_and_load_track_to_pin_lookup [184]
[175]    0.0    0.00    0.00       5         alloc_matrix3 [175]
                0.00    0.00     548/382817      my_malloc [57]
-----------------------------------------------
                0.00    0.00       5/5           InitArch [211]
[176]    0.0    0.00    0.00       5         freeGrid [176]
                0.00    0.00       5/429         free_matrix [124]
-----------------------------------------------
                0.00    0.00       1/5           alloc_and_load_timing_graph_levels [249]
                0.00    0.00       4/5           add_to_heap [30]
[177]    0.0    0.00    0.00       5         my_realloc [177]
-----------------------------------------------
                0.00    0.00       2/4           free_type_track_to_ipin_map [289]
                0.00    0.00       2/4           alloc_and_load_pin_to_track_map [183]
[178]    0.0    0.00    0.00       4         free_matrix3 [178]
-----------------------------------------------
                0.00    0.00       2/4           alloc_and_load_clb_opins_used_locally [238]
                0.00    0.00       2/4           alloc_and_load_rr_clb_source [244]
[179]    0.0    0.00    0.00       4         get_class_range_for_block [179]
-----------------------------------------------
                0.00    0.00       3/3           ReadOptions [222]
[180]    0.0    0.00    0.00       3         ProcessOption [180]
                0.00    0.00       3/3           ReadBaseToken [182]
                0.00    0.00       1/1           ReadInt [221]
-----------------------------------------------
                0.00    0.00       1/3           ProcessIO [216]
                0.00    0.00       2/3           ProcessTypes [220]
[181]    0.0    0.00    0.00       3         Process_Fc [181]
                0.00    0.00       6/6           ParseFc [172]
-----------------------------------------------
                0.00    0.00       3/3           ProcessOption [180]
[182]    0.0    0.00    0.00       3         ReadBaseToken [182]
-----------------------------------------------
                0.00    0.00       3/3           build_rr_graph [7]
[183]    0.0    0.00    0.00       3         alloc_and_load_pin_to_track_map [183]
                0.00    0.00       6/382817      my_malloc [57]
                0.00    0.00       4/437         alloc_matrix [122]
                0.00    0.00       4/429         free_matrix [124]
                0.00    0.00       2/2           alloc_matrix4 [199]
                0.00    0.00       2/5           alloc_matrix3 [175]
                0.00    0.00       2/2           load_uniform_switch_pattern [205]
                0.00    0.00       2/2           check_all_tracks_reach_pins [200]
                0.00    0.00       2/4           free_matrix3 [178]
-----------------------------------------------
                0.00    0.00       3/3           build_rr_graph [7]
[184]    0.0    0.00    0.00       3         alloc_and_load_track_to_pin_lookup [184]
                0.00    0.00     932/382817      my_malloc [57]
                0.00    0.00       2/5           alloc_matrix3 [175]
-----------------------------------------------
                0.00    0.00       3/3           free_type_pin_to_track_map [288]
[185]    0.0    0.00    0.00       3         free_matrix4 [185]
-----------------------------------------------
                0.00    0.00       2/2           ProcessSegments [218]
[186]    0.0    0.00    0.00       2         ProcessCB_SB [186]
                0.00    0.00       2/183         FindProperty [140]
                0.00    0.00       2/180         ezxml_set_txt [142]
                0.00    0.00       2/125         ezxml_set_attr [154]
-----------------------------------------------
                0.00    0.00       2/2           ProcessChanWidthDistr [214]
[187]    0.0    0.00    0.00       2         ProcessChanWidthDistrDir [187]
                0.00    0.00      10/183         FindProperty [140]
                0.00    0.00       4/125         ezxml_set_attr [154]
-----------------------------------------------
                0.00    0.00       2/2           ProcessTypes [220]
[188]    0.0    0.00    0.00       2         ProcessSubblocks [188]
                0.00    0.00       8/41          FindElement [158]
                0.00    0.00       8/222         FreeNode [130]
                0.00    0.00       6/183         FindProperty [140]
                0.00    0.00       5/3774        my_atoi [91]
                0.00    0.00       5/125         ezxml_set_attr [154]
                0.00    0.00       2/382817      my_malloc [57]
                0.00    0.00       2/2           SetupSubblocksTcomb [195]
                0.00    0.00       2/2           SetupSubblocksTSeq [194]
-----------------------------------------------
                0.00    0.00       2/2           ProcessTypes [220]
[189]    0.0    0.00    0.00       2         ProcessTypeProps [189]
                0.00    0.00       4/183         FindProperty [140]
                0.00    0.00       3/125         ezxml_set_attr [154]
                0.00    0.00       2/1359        my_strdup [95]
                0.00    0.00       1/3774        my_atoi [91]
-----------------------------------------------
                0.00    0.00       2/2           SetupPinClasses [192]
[190]    0.0    0.00    0.00       2         SetupClassInf [190]
                0.00    0.00      43/382817      my_malloc [57]
                0.00    0.00      41/221         CheckElement [136]
                0.00    0.00      41/226         CountTokensInString [128]
                0.00    0.00      41/183         FindProperty [140]
                0.00    0.00       2/7           CountChildren [168]
-----------------------------------------------
                0.00    0.00       2/2           ProcessTypes [220]
[191]    0.0    0.00    0.00       2         SetupGridLocations [191]
                0.00    0.00      15/183         FindProperty [140]
                0.00    0.00       9/125         ezxml_set_attr [154]
                0.00    0.00       5/3774        my_atoi [91]
                0.00    0.00       3/221         CheckElement [136]
                0.00    0.00       3/222         FreeNode [130]
                0.00    0.00       2/7           CountChildren [168]
                0.00    0.00       2/171         my_calloc [144]
-----------------------------------------------
                0.00    0.00       2/2           ProcessTypes [220]
[192]    0.0    0.00    0.00       2         SetupPinClasses [192]
                0.00    0.00     106/3774        my_atoi [91]
                0.00    0.00      41/221         CheckElement [136]
                0.00    0.00      41/183         FindProperty [140]
                0.00    0.00      41/125         ezxml_set_attr [154]
                0.00    0.00      41/173         GetNodeTokens [143]
                0.00    0.00      41/3287        CountTokens [93]
                0.00    0.00      41/3302        FreeTokens [92]
                0.00    0.00      41/222         FreeNode [130]
                0.00    0.00       6/382817      my_malloc [57]
                0.00    0.00       2/2           SetupClassInf [190]
-----------------------------------------------
                0.00    0.00       2/2           ProcessTypes [220]
[193]    0.0    0.00    0.00       2         SetupPinLocations [193]
                0.00    0.00     111/3774        my_atoi [91]
                0.00    0.00      24/183         FindProperty [140]
                0.00    0.00      22/382817      my_malloc [57]
                0.00    0.00      17/125         ezxml_set_attr [154]
                0.00    0.00      12/221         CheckElement [136]
                0.00    0.00      12/226         CountTokensInString [128]
                0.00    0.00      12/173         GetNodeTokens [143]
                0.00    0.00      12/3302        FreeTokens [92]
                0.00    0.00      12/222         FreeNode [130]
-----------------------------------------------
                0.00    0.00       2/2           ProcessSubblocks [188]
[194]    0.0    0.00    0.00       2         SetupSubblocksTSeq [194]
                0.00    0.00      74/173         GetNodeTokens [143]
                0.00    0.00      74/221         CheckElement [136]
                0.00    0.00      74/3287        CountTokens [93]
                0.00    0.00      74/222         FreeNode [130]
                0.00    0.00      74/3302        FreeTokens [92]
                0.00    0.00       4/171         my_calloc [144]
-----------------------------------------------
                0.00    0.00       2/2           ProcessSubblocks [188]
[195]    0.0    0.00    0.00       2         SetupSubblocksTcomb [195]
                0.00    0.00      40/221         CheckElement [136]
                0.00    0.00      40/173         GetNodeTokens [143]
                0.00    0.00      40/3287        CountTokens [93]
                0.00    0.00      40/222         FreeNode [130]
                0.00    0.00      40/3302        FreeTokens [92]
                0.00    0.00       2/437         alloc_matrix [122]
-----------------------------------------------
                0.00    0.00       2/2           ProcessTypes [220]
[196]    0.0    0.00    0.00       2         SetupTypeTiming [196]
                0.00    0.00       6/221         CheckElement [136]
                0.00    0.00       6/183         FindProperty [140]
                0.00    0.00       6/173         GetNodeTokens [143]
                0.00    0.00       6/3287        CountTokens [93]
                0.00    0.00       6/125         ezxml_set_attr [154]
                0.00    0.00       6/222         FreeNode [130]
                0.00    0.00       6/3302        FreeTokens [92]
-----------------------------------------------
                0.00    0.00       2/2           build_rr_graph [7]
[197]    0.0    0.00    0.00       2         alloc_and_load_actual_fc [197]
                0.00    0.00       2/382817      my_malloc [57]
-----------------------------------------------
                0.00    0.00       1/2           check_netlist [265]
                0.00    0.00       1/2           check_for_duplicate_block_names [263]
[198]    0.0    0.00    0.00       2         alloc_hash_table [198]
                0.00    0.00       2/171         my_calloc [144]
-----------------------------------------------
                0.00    0.00       2/2           alloc_and_load_pin_to_track_map [183]
[199]    0.0    0.00    0.00       2         alloc_matrix4 [199]
                0.00    0.00     254/382817      my_malloc [57]
-----------------------------------------------
                0.00    0.00       2/2           alloc_and_load_pin_to_track_map [183]
[200]    0.0    0.00    0.00       2         check_all_tracks_reach_pins [200]
                0.00    0.00       2/171         my_calloc [144]
-----------------------------------------------
                0.00    0.00       1/2           check_netlist [265]
                0.00    0.00       1/2           check_for_duplicate_block_names [263]
[201]    0.0    0.00    0.00       2         free_hash_table [201]
-----------------------------------------------
                0.00    0.00       2/2           free_route_structs [281]
[202]    0.0    0.00    0.00       2         free_ivec_vector [202]
-----------------------------------------------
                0.00    0.00       1/2           try_place [3]
                0.00    0.00       1/2           setup_chan_width [307]
[203]    0.0    0.00    0.00       2         init_chan [203]
                0.00    0.00      36/36          comp_width [159]
-----------------------------------------------
                0.00    0.00       2/2           alloc_and_load_rr_indexed_data [245]
[204]    0.0    0.00    0.00       2         load_rr_indexed_data_T_values [204]
                0.00    0.00     264/1421350     get_rr_node_index [56]
                0.00    0.00       6/171         my_calloc [144]
-----------------------------------------------
                0.00    0.00       2/2           alloc_and_load_pin_to_track_map [183]
[205]    0.0    0.00    0.00       2         load_uniform_switch_pattern [205]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[206]    0.0    0.00    0.00       1         CheckArch [206]
                0.00    0.00       1/1           CheckSwitches [210]
