Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00     477/477         init_route_tree_to_source [54]
                0.00    0.00     477/477         add_route_tree_to_heap [49]
                0.00    0.00     477/477         update_traceback [61]
                0.00    0.00     477/477         update_route_tree [60]
                0.00    0.00     477/477         reset_path_costs [57]
                0.00    0.00     477/477         empty_heap [50]
                0.00    0.00     477/477         update_net_delays_from_route_tree [59]
                0.00    0.00     477/477         free_route_tree [51]
-----------------------------------------------
                0.00    0.00     477/477         timing_driven_route_net [58]
[59]     0.0    0.00    0.00     477         update_net_delays_from_route_tree [59]
-----------------------------------------------
                0.00    0.00     477/477         timing_driven_route_net [58]
[60]     0.0    0.00    0.00     477         update_route_tree [60]
                0.00    0.00     477/477         load_rt_subtree_Tdel [55]
                0.00    0.00      28/377666      my_malloc [19]
-----------------------------------------------
                0.00    0.00     477/477         timing_driven_route_net [58]
[61]     0.0    0.00    0.00     477         update_traceback [61]
                0.00    0.00       1/377666      my_malloc [19]
-----------------------------------------------
                0.00    0.00       1/437         check_netlist [121]
                0.00    0.00       1/437         try_place [1]
                0.00    0.00       2/437         build_rr_graph [6]
                0.00    0.00       2/437         ProcessTypes [107]
                0.00    0.00       4/437         alloc_and_load_pin_to_track_map [94]
                0.00    0.00       6/437         alloc_and_load_grid [85]
                0.00    0.00       7/437         compute_delay_lookup_tables [7]
                0.00    0.00     414/437         alloc_and_load_timing_graph [114]
[62]     0.0    0.00    0.00     437         alloc_matrix [62]
-----------------------------------------------
                0.00    0.00     431/431         ezxml_parse_str [126]
[63]     0.0    0.00    0.00     431         ezxml_char_content [63]
                0.00    0.00     431/551         ezxml_decode [46]
-----------------------------------------------
                0.00    0.00       1/430         check_netlist [121]
                0.00    0.00       1/430         try_place [1]
                0.00    0.00       2/430         build_rr_graph [6]
                0.00    0.00       3/430         compute_delay_lookup_tables [7]
                0.00    0.00       4/430         alloc_and_load_pin_to_track_map [94]
                0.00    0.00       5/430         SetupVPR [155]
                0.00    0.00     414/430         alloc_and_load_timing_graph [114]
[64]     0.0    0.00    0.00     430         free_matrix [64]
-----------------------------------------------
                                 377             postscript [65]
                0.00    0.00     361/361         compute_delay_lookup_tables [7]
[65]     0.0    0.00    0.00     361+377     postscript [65]
                0.00    0.00     377/478         load_net_rr_terminals [48]
                0.00    0.00     377/477         timing_driven_route_net [58]
                                 377             postscript [65]
-----------------------------------------------
                0.00    0.00     138/276         check_netlist [121]
                0.00    0.00     138/276         alloc_and_load_timing_graph [114]
[66]     0.0    0.00    0.00     276         load_one_fb_fanout_count [66]
-----------------------------------------------
                0.00    0.00       1/222         SetupVPR [155]
                0.00    0.00      18/222         XmlReadArch [108]
                0.00    0.00     203/222         ProcessTypes [107]
[67]     0.0    0.00    0.00     222         FreeNode [67]
                0.00    0.00     222/222         ezxml_cut [68]
-----------------------------------------------
                0.00    0.00     222/222         FreeNode [67]
[68]     0.0    0.00    0.00     222         ezxml_cut [68]
-----------------------------------------------
                                 444             ezxml_free [69]
                0.00    0.00       1/222         SetupVPR [155]
                0.00    0.00      18/222         XmlReadArch [108]
                0.00    0.00     203/222         ProcessTypes [107]
[69]     0.0    0.00    0.00     222+444     ezxml_free [69]
                0.00    0.00     222/222         ezxml_free_attr [70]
                                 444             ezxml_free [69]
-----------------------------------------------
                0.00    0.00     222/222         ezxml_free [69]
[70]     0.0    0.00    0.00     222         ezxml_free_attr [70]
-----------------------------------------------
                0.00    0.00     221/221         ezxml_parse_str [126]
[71]     0.0    0.00    0.00     221         ezxml_insert [71]
-----------------------------------------------
                0.00    0.00       2/183         ProcessCB_SB [97]
                0.00    0.00       6/183         Process_Fc [93]
                0.00    0.00       8/183         ProcessChanWidthDistrDir [98]
                0.00    0.00      27/183         XmlReadArch [108]
                0.00    0.00     140/183         ProcessTypes [107]
[72]     0.0    0.00    0.00     183         ezxml_attr [72]
-----------------------------------------------
                0.00    0.00       2/180         ProcessCB_SB [97]
                0.00    0.00       5/180         Process_Fc [93]
                0.00    0.00     173/180         GetNodeTokens [74]
[73]     0.0    0.00    0.00     180         ezxml_set_txt [73]
-----------------------------------------------
                0.00    0.00     173/173         ProcessTypes [107]
[74]     0.0    0.00    0.00     173         GetNodeTokens [74]
                0.00    0.00     346/377666      my_malloc [19]
                0.00    0.00     173/180         ezxml_set_txt [73]
-----------------------------------------------
                0.00    0.00       1/171         alloc_route_structs [117]
                0.00    0.00       1/171         alloc_and_load_timing_graph_levels [115]
                0.00    0.00       2/171         alloc_and_load_pin_to_track_map [94]
                0.00    0.00       2/171         SetupVPR [155]
                0.00    0.00       3/171         check_netlist [121]
                0.00    0.00       3/171         add_rr_graph_C_from_switches [109]
                0.00    0.00       3/171         check_rr_graph [122]
                0.00    0.00       5/171         try_place [1]
                0.00    0.00       6/171         load_rr_indexed_data_T_values [105]
                0.00    0.00       7/171         ProcessTypes [107]
                0.00    0.00     138/171         alloc_and_load_timing_graph [114]
[75]     0.0    0.00    0.00     171         my_calloc [75]
-----------------------------------------------
                0.00    0.00     139/139         try_place [1]
[76]     0.0    0.00    0.00     139         comp_td_costs [76]
-----------------------------------------------
                0.00    0.00     139/139         check_netlist [121]
[77]     0.0    0.00    0.00     139         get_next_hash [77]
-----------------------------------------------
                0.00    0.00       4/125         ProcessChanWidthDistrDir [98]
                0.00    0.00      11/125         Process_Fc [93]
                0.00    0.00      26/125         XmlReadArch [108]
                0.00    0.00      84/125         ProcessTypes [107]
[78]     0.0    0.00    0.00     125         ezxml_set_attr [78]
-----------------------------------------------
                0.00    0.00     124/124         try_place [1]
[79]     0.0    0.00    0.00     124         load_net_slack [79]
-----------------------------------------------
                0.00    0.00     124/124         try_place [1]
[80]     0.0    0.00    0.00     124         load_timing_graph_net_delays [80]
-----------------------------------------------
                0.00    0.00     123/123         try_place [1]
[81]     0.0    0.00    0.00     123         load_criticalities [81]
-----------------------------------------------
                0.00    0.00     123/123         try_place [1]
[82]     0.0    0.00    0.00     123         update_screen [82]
-----------------------------------------------
                0.00    0.00      57/57          alloc_and_load_timing_graph_levels [115]
[83]     0.0    0.00    0.00      57         alloc_ivector_and_copy_int_list [83]
-----------------------------------------------
                0.00    0.00      18/43          XmlReadArch [108]
                0.00    0.00      25/43          ProcessTypes [107]
[84]     0.0    0.00    0.00      43         ezxml_child [84]
-----------------------------------------------
                0.00    0.00       6/6           SetupVPR [155]
[85]     0.0    0.00    0.00       6         alloc_and_load_grid [85]
                0.00    0.00     766/377666      my_malloc [19]
                0.00    0.00       6/437         alloc_matrix [62]
-----------------------------------------------
                0.00    0.00       1/5           ProcessTypes [107]
                0.00    0.00       2/5           alloc_and_load_pin_to_track_map [94]
                0.00    0.00       2/5           build_rr_graph [6]
[86]     0.0    0.00    0.00       5         alloc_matrix3 [86]
-----------------------------------------------
                0.00    0.00       1/5           alloc_and_load_timing_graph_levels [115]
                0.00    0.00       4/5           node_to_heap [21]
[87]     0.0    0.00    0.00       5         my_realloc [87]
-----------------------------------------------
                0.00    0.00       4/4           init_chan [103]
[88]     0.0    0.00    0.00       4         comp_width [88]
-----------------------------------------------
                0.00    0.00       1/4           free_rr_graph [102]
                0.00    0.00       1/4           free_net_delay [130]
                0.00    0.00       1/4           free_timing_graph [138]
                0.00    0.00       1/4           free_lookups_and_criticalities [129]
[89]     0.0    0.00    0.00       4         free_chunk_memory [89]
-----------------------------------------------
                0.00    0.00       2/4           alloc_and_load_pin_to_track_map [94]
                0.00    0.00       2/4           build_rr_graph [6]
[90]     0.0    0.00    0.00       4         free_matrix3 [90]
-----------------------------------------------
                0.00    0.00       2/4           alloc_route_structs [117]
                0.00    0.00       2/4           build_rr_graph [6]
[91]     0.0    0.00    0.00       4         get_class_range_for_block [91]
-----------------------------------------------
                0.00    0.00       3/3           ReadOptions [154]
[92]     0.0    0.00    0.00       3         ProcessOption [92]
-----------------------------------------------
                0.00    0.00       3/3           ProcessTypes [107]
[93]     0.0    0.00    0.00       3         Process_Fc [93]
                0.00    0.00      11/125         ezxml_set_attr [78]
                0.00    0.00       6/183         ezxml_attr [72]
                0.00    0.00       5/180         ezxml_set_txt [73]
-----------------------------------------------
                0.00    0.00       3/3           build_rr_graph [6]
[94]     0.0    0.00    0.00       3         alloc_and_load_pin_to_track_map [94]
                0.00    0.00       6/377666      my_malloc [19]
                0.00    0.00       4/437         alloc_matrix [62]
                0.00    0.00       4/430         free_matrix [64]
                0.00    0.00       2/2           alloc_matrix4 [100]
                0.00    0.00       2/5           alloc_matrix3 [86]
                0.00    0.00       2/171         my_calloc [75]
                0.00    0.00       2/4           free_matrix3 [90]
-----------------------------------------------
                0.00    0.00       1/3           free_timing_graph [138]
                0.00    0.00       2/3           free_route_structs [131]
[95]     0.0    0.00    0.00       3         free_ivec_vector [95]
-----------------------------------------------
                0.00    0.00       3/3           build_rr_graph [6]
[96]     0.0    0.00    0.00       3         free_matrix4 [96]
-----------------------------------------------
                0.00    0.00       2/2           XmlReadArch [108]
[97]     0.0    0.00    0.00       2         ProcessCB_SB [97]
                0.00    0.00       2/183         ezxml_attr [72]
                0.00    0.00       2/180         ezxml_set_txt [73]
-----------------------------------------------
                0.00    0.00       2/2           XmlReadArch [108]
[98]     0.0    0.00    0.00       2         ProcessChanWidthDistrDir [98]
                0.00    0.00       8/183         ezxml_attr [72]
                0.00    0.00       4/125         ezxml_set_attr [78]
-----------------------------------------------
                0.00    0.00       2/2           check_netlist [121]
[99]     0.0    0.00    0.00       2         alloc_hash_table [99]
-----------------------------------------------
                0.00    0.00       2/2           alloc_and_load_pin_to_track_map [94]
[100]    0.0    0.00    0.00       2         alloc_matrix4 [100]
-----------------------------------------------
                0.00    0.00       2/2           check_netlist [121]
[101]    0.0    0.00    0.00       2         free_hash_table [101]
-----------------------------------------------
                0.00    0.00       2/2           compute_delay_lookup_tables [7]
[102]    0.0    0.00    0.00       2         free_rr_graph [102]
                0.00    0.00       1/4           free_chunk_memory [89]
                0.00    0.00       1/1           free_rr_node_indices [133]
-----------------------------------------------
                0.00    0.00       1/2           try_place [1]
                0.00    0.00       1/2           compute_delay_lookup_tables [7]
[103]    0.0    0.00    0.00       2         init_chan [103]
                0.00    0.00       4/4           comp_width [88]
-----------------------------------------------
                0.00    0.00       2/2           alloc_and_load_rr_node_indices [111]
[104]    0.0    0.00    0.00       2         load_chan_rr_indices [104]
                0.00    0.00     244/377666      my_malloc [19]
-----------------------------------------------
                0.00    0.00       2/2           alloc_and_load_rr_indexed_data [110]
[105]    0.0    0.00    0.00       2         load_rr_indexed_data_T_values [105]
                0.00    0.00     264/26562       get_rr_node_index [29]
                0.00    0.00       6/171         my_calloc [75]
-----------------------------------------------
                0.00    0.00       1/2           read_netlist [145]
                0.00    0.00       1/2           print_place [144]
[106]    0.0    0.00    0.00       2         my_fopen [106]
-----------------------------------------------
                0.00    0.00       1/1           XmlReadArch [108]
[107]    0.0    0.00    0.00       1         ProcessTypes [107]
                0.00    0.00     229/3774        my_atoi [39]
                0.00    0.00     203/222         ezxml_free [69]
                0.00    0.00     203/222         FreeNode [67]
                0.00    0.00     173/173         GetNodeTokens [74]
                0.00    0.00     173/3302        FreeTokens [40]
                0.00    0.00     161/3287        CountTokens [41]
                0.00    0.00     140/183         ezxml_attr [72]
                0.00    0.00      91/377666      my_malloc [19]
                0.00    0.00      84/125         ezxml_set_attr [78]
                0.00    0.00      25/43          ezxml_child [84]
                0.00    0.00       7/171         my_calloc [75]
                0.00    0.00       3/3           Process_Fc [93]
                0.00    0.00       2/1359        my_strdup [43]
                0.00    0.00       2/437         alloc_matrix [62]
                0.00    0.00       1/5           alloc_matrix3 [86]
-----------------------------------------------
                0.00    0.00       1/1           SetupVPR [155]
[108]    0.0    0.00    0.00       1         XmlReadArch [108]
                0.00    0.00      27/183         ezxml_attr [72]
                0.00    0.00      26/125         ezxml_set_attr [78]
                0.00    0.00      18/43          ezxml_child [84]
                0.00    0.00      18/222         ezxml_free [69]
                0.00    0.00      18/222         FreeNode [67]
                0.00    0.00       4/377666      my_malloc [19]
                0.00    0.00       2/2           ProcessChanWidthDistrDir [98]
                0.00    0.00       2/3774        my_atoi [39]
                0.00    0.00       2/2           ProcessCB_SB [97]
                0.00    0.00       1/1           ezxml_parse_file [125]
                0.00    0.00       1/1           ProcessTypes [107]
                0.00    0.00       1/1359        my_strdup [43]
-----------------------------------------------
                0.00    0.00       1/1           build_rr_graph [6]
[109]    0.0    0.00    0.00       1         add_rr_graph_C_from_switches [109]
                0.00    0.00   78880/78880       seg_index_of_cblock [24]
                0.00    0.00   65868/65868       seg_index_of_sblock [25]
                0.00    0.00       3/171         my_calloc [75]
-----------------------------------------------
                0.00    0.00       1/1           build_rr_graph [6]
[110]    0.0    0.00    0.00       1         alloc_and_load_rr_indexed_data [110]
                0.00    0.00     264/26562       get_rr_node_index [29]
                0.00    0.00       2/2           load_rr_indexed_data_T_values [105]
                0.00    0.00       1/377666      my_malloc [19]
-----------------------------------------------
                0.00    0.00       1/1           build_rr_graph [6]
[111]    0.0    0.00    0.00       1         alloc_and_load_rr_node_indices [111]
                0.00    0.00     307/377666      my_malloc [19]
                0.00    0.00       2/2           load_chan_rr_indices [104]
-----------------------------------------------
                0.00    0.00       1/1           compute_delay_lookup_tables [7]
[112]    0.0    0.00    0.00       1         alloc_and_load_rr_node_route_structs [112]
                0.00    0.00       1/377666      my_malloc [19]
-----------------------------------------------
                0.00    0.00       1/1           build_rr_graph [6]
[113]    0.0    0.00    0.00       1         alloc_and_load_seg_details [113]
                0.00    0.00     267/377666      my_malloc [19]
-----------------------------------------------
                0.00    0.00       1/1           alloc_lookups_and_criticalities [5]
[114]    0.0    0.00    0.00       1         alloc_and_load_timing_graph [114]
                0.00    0.00    5881/6904        my_chunk_malloc [36]
                0.00    0.00    2720/377666      my_malloc [19]
                0.00    0.00    1724/4966        is_opin [38]
                0.00    0.00     414/437         alloc_matrix [62]
                0.00    0.00     414/430         free_matrix [64]
                0.00    0.00     138/171         my_calloc [75]
                0.00    0.00     138/276         load_one_fb_fanout_count [66]
                0.00    0.00       1/1           check_timing_graph [123]
                0.00    0.00       1/1           alloc_and_load_timing_graph_levels [115]
-----------------------------------------------
                0.00    0.00       1/1           alloc_and_load_timing_graph [114]
[115]    0.0    0.00    0.00       1         alloc_and_load_timing_graph_levels [115]
                0.00    0.00    5604/5604        insert_in_int_list [37]
                0.00    0.00      57/57          alloc_ivector_and_copy_int_list [83]
                0.00    0.00       1/171         my_calloc [75]
                0.00    0.00       1/377666      my_malloc [19]
                0.00    0.00       1/5           my_realloc [87]
                0.00    0.00       1/1           free_int_list [128]
-----------------------------------------------
                0.00    0.00       1/1           alloc_lookups_and_criticalities [5]
[116]    0.0    0.00    0.00       1         alloc_net_delay [116]
                0.00    0.00     511/6904        my_chunk_malloc [36]
                0.00    0.00       1/377666      my_malloc [19]
-----------------------------------------------
                0.00    0.00       1/1           compute_delay_lookup_tables [7]
[117]    0.0    0.00    0.00       1         alloc_route_structs [117]
                0.00    0.00       8/377666      my_malloc [19]
                0.00    0.00       2/4           get_class_range_for_block [91]
                0.00    0.00       1/171         my_calloc [75]
-----------------------------------------------
                0.00    0.00       1/1           compute_delay_lookup_tables [7]
[118]    0.0    0.00    0.00       1         alloc_route_tree_timing_structs [118]
                0.00    0.00       1/377666      my_malloc [19]
-----------------------------------------------
                0.00    0.00       1/1           build_rr_graph [6]
[119]    0.0    0.00    0.00       1         alloc_sblock_pattern_lookup [119]
                0.00    0.00       5/377666      my_malloc [19]
-----------------------------------------------
                0.00    0.00       1/1           compute_delay_lookup_tables [7]
[120]    0.0    0.00    0.00       1         alloc_timing_driven_route_structs [120]
                0.00    0.00       3/377666      my_malloc [19]
-----------------------------------------------
                0.00    0.00       1/1           SetupVPR [155]
[121]    0.0    0.00    0.00       1         check_netlist [121]
                0.00    0.00    3242/4966        is_opin [38]
                0.00    0.00     649/649         insert_in_hash_table [45]
                0.00    0.00     139/139         get_next_hash [77]
                0.00    0.00     138/276         load_one_fb_fanout_count [66]
                0.00    0.00       3/171         my_calloc [75]
                0.00    0.00       2/2           alloc_hash_table [99]
                0.00    0.00       2/2           free_hash_table [101]
                0.00    0.00       1/377666      my_malloc [19]
                0.00    0.00       1/437         alloc_matrix [62]
                0.00    0.00       1/1           start_hash_table_iterator [146]
                0.00    0.00       1/430         free_matrix [64]
-----------------------------------------------
                0.00    0.00       1/1           build_rr_graph [6]
[122]    0.0    0.00    0.00       1         check_rr_graph [122]
                0.00    0.00   20292/20292       check_node [33]
                0.00    0.00       3/171         my_calloc [75]
-----------------------------------------------
                0.00    0.00       1/1           alloc_and_load_timing_graph [114]
[123]    0.0    0.00    0.00       1         check_timing_graph [123]
-----------------------------------------------
                0.00    0.00       1/1           ezxml_parse_str [126]
[124]    0.0    0.00    0.00       1         ezxml_new [124]
-----------------------------------------------
                0.00    0.00       1/1           XmlReadArch [108]
[125]    0.0    0.00    0.00       1         ezxml_parse_file [125]
                0.00    0.00       1/1           ezxml_parse_str [126]
-----------------------------------------------
                0.00    0.00       1/1           ezxml_parse_file [125]
[126]    0.0    0.00    0.00       1         ezxml_parse_str [126]
                0.00    0.00     431/431         ezxml_char_content [63]
                0.00    0.00     221/221         ezxml_insert [71]
                0.00    0.00     120/551         ezxml_decode [46]
                0.00    0.00       1/1           ezxml_new [124]
                0.00    0.00       1/1           ezxml_str2utf8 [127]
-----------------------------------------------
                0.00    0.00       1/1           ezxml_parse_str [126]
[127]    0.0    0.00    0.00       1         ezxml_str2utf8 [127]
-----------------------------------------------
                0.00    0.00       1/1           alloc_and_load_timing_graph_levels [115]
[128]    0.0    0.00    0.00       1         free_int_list [128]
-----------------------------------------------
                0.00    0.00       1/1           try_place [1]
[129]    0.0    0.00    0.00       1         free_lookups_and_criticalities [129]
                0.00    0.00       1/4           free_chunk_memory [89]
                0.00    0.00       1/1           free_timing_graph [138]
-----------------------------------------------
                0.00    0.00       1/1           try_place [1]
[130]    0.0    0.00    0.00       1         free_net_delay [130]
                0.00    0.00       1/4           free_chunk_memory [89]
-----------------------------------------------
                0.00    0.00       1/1           compute_delay_lookup_tables [7]
[131]    0.0    0.00    0.00       1         free_route_structs [131]
                0.00    0.00       2/3           free_ivec_vector [95]
-----------------------------------------------
                0.00    0.00       1/1           compute_delay_lookup_tables [7]
[132]    0.0    0.00    0.00       1         free_route_tree_timing_structs [132]
-----------------------------------------------
                0.00    0.00       1/1           free_rr_graph [102]
[133]    0.0    0.00    0.00       1         free_rr_node_indices [133]
-----------------------------------------------
                0.00    0.00       1/1           compute_delay_lookup_tables [7]
[134]    0.0    0.00    0.00       1         free_rr_node_route_structs [134]
-----------------------------------------------
                0.00    0.00       1/1           build_rr_graph [6]
[135]    0.0    0.00    0.00       1         free_sblock_pattern_lookup [135]
-----------------------------------------------
                0.00    0.00       1/1           build_rr_graph [6]
[136]    0.0    0.00    0.00       1         free_seg_details [136]
-----------------------------------------------
                0.00    0.00       1/1           compute_delay_lookup_tables [7]
[137]    0.0    0.00    0.00       1         free_timing_driven_route_structs [137]
-----------------------------------------------
                0.00    0.00       1/1           free_lookups_and_criticalities [129]
[138]    0.0    0.00    0.00       1         free_timing_graph [138]
                0.00    0.00       1/4           free_chunk_memory [89]
                0.00    0.00       1/3           free_ivec_vector [95]
-----------------------------------------------
                0.00    0.00       1/1           compute_delay_lookup_tables [7]
[139]    0.0    0.00    0.00       1         free_trace_structs [139]
-----------------------------------------------
                0.00    0.00       1/1           try_place [1]
[140]    0.0    0.00    0.00       1         init_draw_coords [140]
-----------------------------------------------
                0.00    0.00       1/1           compute_delay_lookup_tables [7]
[141]    0.0    0.00    0.00       1         init_route_structs [141]
-----------------------------------------------
                0.00    0.00       1/1           SetupVPR [155]
[142]    0.0    0.00    0.00       1         my_srandom [142]
-----------------------------------------------
                0.00    0.00       1/1           place_and_route [2]
[143]    0.0    0.00    0.00       1         post_place_sync [143]
-----------------------------------------------
                0.00    0.00       1/1           place_and_route [2]
[144]    0.0    0.00    0.00       1         print_place [144]
                0.00    0.00       1/2           my_fopen [106]
-----------------------------------------------
                0.00    0.00       1/1           SetupVPR [155]
[145]    0.0    0.00    0.00       1         read_netlist [145]
                0.00    0.00    3543/3774        my_atoi [39]
                0.00    0.00    3129/3302        FreeTokens [40]
                0.00    0.00    3126/3287        CountTokens [41]
                0.00    0.00    2943/2943        ReadLineTokens [42]
                0.00    0.00    2001/377666      my_malloc [19]
                0.00    0.00    1352/1359        my_strdup [43]
                0.00    0.00       1/2           my_fopen [106]
                0.00    0.00       1/1           sync_nets_to_blocks [147]
-----------------------------------------------
                0.00    0.00       1/1           check_netlist [121]
[146]    0.0    0.00    0.00       1         start_hash_table_iterator [146]
-----------------------------------------------
                0.00    0.00       1/1           read_netlist [145]
[147]    0.0    0.00    0.00       1         sync_nets_to_blocks [147]
                0.00    0.00    1022/377666      my_malloc [19]
-----------------------------------------------

 This table describes the call tree of the program, and was sorted by
 the total amount of time spent in each function and its children.

 Each entry in this table consists of several lines.  The line with the
 index number at the left hand margin lists the current function.
 The lines above it list the functions that called this function,
 and the lines below it list the functions this one called.
 This line lists:
     index	A unique number given to each element of the table.
		Index numbers are sorted numerically.
		The index number is printed next to every function name so
		it is easier to look up where the function is in the table.

     % time	This is the percentage of the `total' time that was spent
		in this function and its children.  Note that due to
		different viewpoints, functions excluded by options, etc,
		these numbers will NOT add up to 100%.

     self	This is the total amount of time spent in this function.

     children	This is the total amount of time propagated into this
		function by its children.

     called	This is the number of times the function was called.
		If the function called itself recursively, the number
		only includes non-recursive calls, and is followed by
		a `+' and the number of recursive calls.

     name	The name of the current function.  The index number is
		printed after it.  If the function is a member of a
		cycle, the cycle number is printed between the
		function's name and the index number.


 For the function's parents, the fields have the following meanings:

     self	This is the amount of time that was propagated directly
		from the function into this parent.

     children	This is the amount of time that was propagated from
		the function's children into this parent.

     called	This is the number of times this parent called the
		function `/' the total number of times the function
		was called.  Recursive calls to the function are not
		included in the number after the `/'.

     name	This is the name of the parent.  The parent's index
		number is printed after it.  If the parent is a
		member of a cycle, the cycle number is printed between
		the name and the index number.

 If the parents of the function cannot be determined, the word
 `<spontaneous>' is printed in the `name' field, and all the other
 fields are blank.

 For the function's children, the fields have the following meanings:

     self	This is the amount of time that was propagated directly
		from the child into the function.

     children	This is the amount of time that was propagated from the
		child's children to the function.

     called	This is the number of times the function called
		this child `/' the total number of times the child
		was called.  Recursive calls by the child are not
		listed in the number after the `/'.

     name	This is the name of the child.  The child's index
		number is printed after it.  If the child is a
		member of a cycle, the cycle number is printed
		between the name and the index number.

 If there are any cycles (circles) in the call graph, there is an
 entry for the cycle-as-a-whole.  This entry shows who called the
 cycle (as parents) and the members of the cycle (as children.)
 The `+' recursive calls entry shows the number of function calls that
 were internal to the cycle, and the calls entry for each member shows,
 for that member, how many times it was called from other members of
 the cycle.

Copyright (C) 2012-2014 Free Software Foundation, Inc.

Copying and distribution of this file, with or without modification,
are permitted in any medium without royalty provided the copyright
notice and this notice are preserved.

Index by function name

  [41] CountTokens            [46] ezxml_decode          [140] init_draw_coords
  [67] FreeNode               [69] ezxml_free            [141] init_route_structs
  [40] FreeTokens             [70] ezxml_free_attr        [54] init_route_tree_to_source
  [74] GetNodeTokens          [71] ezxml_insert           [23] insert_in_edge_list
  [97] ProcessCB_SB          [124] ezxml_new              [45] insert_in_hash_table
  [98] ProcessChanWidthDistrDir [125] ezxml_parse_file    [37] insert_in_int_list
  [92] ProcessOption         [126] ezxml_parse_str        [28] is_cbox
 [107] ProcessTypes           [78] ezxml_set_attr         [38] is_opin
  [93] Process_Fc             [73] ezxml_set_txt           [9] label_wire_muxes
  [42] ReadLineTokens        [127] ezxml_str2utf8        [104] load_chan_rr_indices
 [108] XmlReadArch            [89] free_chunk_memory      [81] load_criticalities
  [49] add_route_tree_to_heap [101] free_hash_table       [48] load_net_rr_terminals
 [109] add_rr_graph_C_from_switches [30] free_heap_data   [79] load_net_slack
  [34] add_to_mod_list       [128] free_int_list          [66] load_one_fb_fanout_count
  [35] alloc_and_load_edges_and_switches [95] free_ivec_vector [105] load_rr_indexed_data_T_values
  [85] alloc_and_load_grid   [129] free_lookups_and_criticalities [55] load_rt_subtree_Tdel
  [94] alloc_and_load_pin_to_track_map [64] free_matrix   [15] load_sblock_pattern_lookup
 [110] alloc_and_load_rr_indexed_data [90] free_matrix3   [80] load_timing_graph_net_delays
 [111] alloc_and_load_rr_node_indices [96] free_matrix4   [56] mark_ends
 [112] alloc_and_load_rr_node_route_structs [130] free_net_delay [39] my_atoi
 [113] alloc_and_load_seg_details [131] free_route_structs [75] my_calloc
 [114] alloc_and_load_timing_graph [51] free_route_tree   [36] my_chunk_malloc
 [115] alloc_and_load_timing_graph_levels [132] free_route_tree_timing_structs [106] my_fopen
  [99] alloc_hash_table      [102] free_rr_graph          [18] my_frand
  [83] alloc_ivector_and_copy_int_list [133] free_rr_node_indices [17] my_irand
   [5] alloc_lookups_and_criticalities [134] free_rr_node_route_structs [19] my_malloc
  [62] alloc_matrix          [135] free_sblock_pattern_lookup [87] my_realloc
  [86] alloc_matrix3         [136] free_seg_details      [142] my_srandom
 [100] alloc_matrix4         [137] free_timing_driven_route_structs [43] my_strdup
 [116] alloc_net_delay       [138] free_timing_graph      [21] node_to_heap
 [117] alloc_route_structs   [139] free_trace_structs     [44] pathfinder_update_one_cost
 [118] alloc_route_tree_timing_structs [52] free_traceback [143] post_place_sync
 [119] alloc_sblock_pattern_lookup [13] get_bb_from_scratch [65] postscript
 [120] alloc_timing_driven_route_structs [91] get_class_range_for_block [144] print_place
   [6] build_rr_graph         [31] get_heap_head         [145] read_netlist
 [121] check_netlist          [47] get_mst_of_net         [57] reset_path_costs
  [33] check_node             [77] get_next_hash          [24] seg_index_of_cblock
 [122] check_rr_graph         [22] get_rr_cong_cost       [25] seg_index_of_sblock
 [123] check_timing_graph     [29] get_rr_node_index     [146] start_hash_table_iterator
  [16] comp_bb_cost           [26] get_seg_end           [147] sync_nets_to_blocks
  [76] comp_td_costs          [27] get_seg_start          [58] timing_driven_route_net
   [4] comp_td_point_to_point_delay [32] get_simple_switch_block_track [1] try_place
  [88] comp_width             [20] get_timing_driven_expected_cost [3] try_swap
   [7] compute_delay_lookup_tables [12] get_track_to_ipins [11] update_bb
  [50] empty_heap              [8] get_track_to_tracks    [59] update_net_delays_from_route_tree
  [72] ezxml_attr             [14] get_unidir_opin_connections [60] update_route_tree
  [63] ezxml_char_content     [10] get_unidir_track_to_chan_seg [82] update_screen
  [84] ezxml_child            [53] heapsort               [61] update_traceback
  [68] ezxml_cut             [103] init_chan
